Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Vehicle_Type,multiple_deliveries,Festival,City,Time_taken,Delivery_distance
BANGRES06DEL03 ,29,4.5,12.979096,77.640625,13.009096,77.670625,03-04-2022,18:45:00,18:50:00,Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,15,0.0424264068711932
AGRRES11DEL02 ,34,4.7,27.163303,78.057044,27.293303,78.187044,12-02-2022,23:10:00,23:20:00,Fog,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,27,0.18384776310850096
KNPRES15DEL02 ,20,4.7,26.482419,80.320939,26.502419,80.340939,11-02-2022,11:10:00,11:25:00,Cloudy,High ,2,Meal ,scooter ,1,No ,Metropolitian ,25,0.028284271247468833
VADRES13DEL01 ,29,4.8,22.310237,73.158921,22.350237,73.198921,05-04-2022,13:50:00,13:55:00,Sunny,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,18,0.05656854249491757
VADRES01DEL03 ,22,4.9,22.307898,73.167788,22.367898,73.227788,05-04-2022,18:40:00,18:45:00,Stormy,Medium ,2,Snack ,scooter ,0,No ,Metropolitian ,21,0.0848528137423864
AGRRES03DEL01 ,35,4.9,27.160832,78.011608,27.230832,78.081608,18-02-2022,21:15:00,21:30:00,Cloudy,Jam ,0,Special Drinks,motorcycle ,2,No ,Metropolitian ,53,0.09899494936612209
KOCRES14DEL01 ,32,4.4,10.027014,76.308053,10.137014,76.418053,12-02-2022,21:45:00,21:55:00,Sandstorms,Jam ,0,Special Drinks,motorcycle ,3,No ,Metropolitian ,42,0.1555634918610409
LUDHRES18DEL01 ,28,4.9,30.890184,75.829615,31.000184,75.939615,14-02-2022,21:20:00,21:35:00,Sunny,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,20,0.15556349186103965
COIMBRES14DEL02 ,30,4.7,11.003681,76.975525,11.133681,77.105525,02-03-2022,22:45:00,22:55:00,Fog,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,29,0.18384776310849843
CHENRES19DEL01 ,22,4.7,12.986047,80.218114,13.096047,80.328114,04-04-2022,20:10:00,20:20:00,Stormy,Jam ,2,Snack ,scooter ,0,No ,Urban ,15,0.1555634918610409
COIMBRES15DEL02 ,36,4.7,11.006686,76.951736,11.056686,77.001736,09-03-2022,18:20:00,18:35:00,Fog,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,30,0.07071067811865199
SURRES20DEL02 ,23,4.8,21.15276,72.778059,21.28276,72.908059,12-03-2022,20:40:00,20:45:00,Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,28,0.18384776310849843
INDORES18DEL02 ,22,4.8,22.753839,75.897429,22.773839,75.917429,01-04-2022,10:00:00,10:05:00,Stormy,Low ,2,Drinks ,motorcycle ,1,No ,Rural ,19,0.028284271247458786
AURGRES04DEL02 ,29,4.5,19.876106,75.340775,20.006106,75.470775,18-02-2022,22:30:00,22:40:00,Sandstorms,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,15,0.1838477631085085
CHENRES01DEL01 ,34,4.9,13.005801,80.250744,13.115801,80.360744,23-03-2022,21:50:00,22:05:00,Sandstorms,Jam ,0,Special Drinks,motorcycle ,3,Yes ,Urban ,50,0.15556349186103965
BANGRES010DEL01 ,38,4.1,12.933298,77.614293,12.943298,77.624293,05-03-2022,11:50:00,11:55:00,Stormy,High ,0,Special Drinks,motorcycle ,1,Yes ,Metropolitian ,41,0.014142135623724367
VADRES09DEL01 ,35,5.0,0.0,0.0,0.07,0.07,27-03-2022,17:25:00,17:35:00,Fog,Medium ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,37,0.09899494936611666
VADRES15DEL03 ,38,4.7,0.0,0.0,0.06,0.06,19-03-2022,21:55:00,22:10:00,Cloudy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,28,0.08485281374238571
DEHRES010DEL01 ,32,4.3,30.328174,78.049117,30.398174,78.119117,16-02-2022,18:40:00,18:55:00,Cloudy,Medium ,1,Special Drinks,scooter ,2,No ,Metropolitian ,35,0.09899494936612209
BANGRES07DEL01 ,20,4.5,12.978453,77.643685,13.048453,77.713685,02-03-2022,20:25:00,20:35:00,Windy,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,27,0.09899494936611203
CHENRES05DEL02 ,25,4.9,13.058616,80.264151,13.138616,80.344151,02-03-2022,21:45:00,21:50:00,Fog,Jam ,0,Special Drinks,motorcycle ,2,No ,Metropolitian ,43,0.11313708498984645
JAPRES06DEL03 ,29,4.5,26.911927,75.797282,26.971927,75.857282,05-04-2022,22:20:00,22:30:00,Fog,Low ,2,Meal ,scooter ,0,No ,Rural ,12,0.08485281374238891
AGRRES12DEL03 ,32,4.7,-27.165108,78.015053,27.225108,78.075053,13-02-2022,20:55:00,21:10:00,Sandstorms,Jam ,2,Special Drinks,scooter ,1,No ,Metropolitian ,31,54.39024909417731
DEHRES12DEL02 ,39,4.1,0.0,0.0,0.13,0.13,14-02-2022,21:35:00,21:40:00,Cloudy,Jam ,1,Special Drinks,motorcycle ,2,No ,Metropolitian ,39,0.18384776310850237
VADRES01DEL01 ,31,4.4,22.307898,73.167788,22.417898,73.277788,20-03-2022,21:15:00,21:20:00,Stormy,Jam ,0,Special Drinks,motorcycle ,1,No ,Urban ,47,0.15556349186103965
SURRES13DEL02 ,37,4.5,21.170096,72.789122,21.220096,72.839122,11-03-2022,23:30:00,23:35:00,Fog,Low ,0,Buffet ,motorcycle ,1,No ,Urban ,26,0.07071067811865325
LUDHRES05DEL03 ,36,4.9,30.905562,75.832841,30.995562,75.922841,18-02-2022,17:15:00,17:30:00,Cloudy,Medium ,2,Special Drinks,electric_scooter ,1,No ,Metropolitian ,31,0.12727922061358088
JAPRES16DEL03 ,37,3.8,26.849596,75.800512,26.989596,75.940512,04-04-2022,20:45:00,20:55:00,Sandstorms,Jam ,1,Special Drinks,motorcycle ,1,No ,Metropolitian ,42,0.1979898987322341
PUNERES02DEL03 ,40,3.0,-18.55144,-73.804855,18.61144,73.864855,05-03-2022,NaN ,22:05:00,Stormy,Jam ,2,Meal ,scooter ,0,No ,Urban ,12,152.27417017136722
COIMBRES14DEL01 ,38,4.9,11.003681,76.975525,11.043681,77.015525,09-03-2022,13:30:00,13:40:00,Cloudy,High ,2,Snack ,scooter ,4,No ,Metropolitian ,25,0.05656854249491757
AGRRES010DEL02 ,37,4.4,27.163303,78.057044,27.243303,78.137044,18-02-2022,22:00:00,22:10:00,Sandstorms,Jam ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,39,0.1131370849898477
SURRES14DEL03 ,21,4.9,21.157729,72.768726,21.247729,72.858726,20-03-2022,23:20:00,23:30:00,Fog,Low ,2,Buffet ,scooter ,1,No ,Rural ,21,0.12727922061358088
JAPRES04DEL03 ,35,4.9,26.902328,75.794257,26.932328,75.824257,26-03-2022,18:35:00,18:40:00,Fog,Medium ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,18,0.042426406871191945
JAPRES01DEL03 ,22,4.8,26.90519,75.810753,26.99519,75.900753,29-03-2022,20:40:00,20:55:00,Sandstorms,Jam ,1,Snack ,scooter ,1,No ,Urban ,22,0.12727922061357083
HYDRES010DEL02 ,28,4.8,17.428294,78.404423,17.448294,78.424423,01-03-2022,08:25:00,08:40:00,Fog,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,23,0.028284271247468833
MYSRES16DEL02 ,39,4.0,12.316967,76.603067,12.446967,76.733067,18-03-2022,17:45:00,17:55:00,Stormy,Medium ,0,Special Drinks,motorcycle ,0,No ,Metropolitian ,48,0.18384776310850975
BANGRES15DEL02 ,29,4.5,12.975377,77.696664,13.055377,77.776664,31-03-2022,22:25:00,22:40:00,Windy,Low ,1,Snack ,scooter ,0,No ,Urban ,13,0.11313708498984645
CHENRES15DEL02 ,39,4.6,13.026286,80.275235,13.046286,80.295235,30-03-2022,11:30:00,11:40:00,Sandstorms,High ,2,Special Drinks,motorcycle ,1,No ,Metropolitian ,32,0.028284271247468833
MYSRES05DEL02 ,25,4.9,12.323978,76.627961,12.453978,76.757961,06-03-2022,21:45:00,21:50:00,Sandstorms,Jam ,2,Snack ,electric_scooter ,0,No ,Urban ,16,0.18384776310849843
COIMBRES03DEL03 ,34,5.0,11.025083,77.015393,11.055083,77.045393,05-03-2022,17:25:00,17:30:00,Cloudy,Medium ,2,Snack ,electric_scooter ,0,No ,Urban ,19,0.0424264068711932
BANGRES01DEL02 ,22,4.8,12.933284,77.615428,12.953284,77.635428,26-03-2022,09:40:00,09:45:00,Sunny,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,18,0.028284271247468833
KNPRES12DEL01 ,27,5.0,26.492106,80.327797,26.562106,80.397797,16-02-2022,20:55:00,21:05:00,Windy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,27,0.09899494936611203
MUMRES010DEL01 ,28,4.5,19.003517,72.82765,19.073517,72.89765,12-03-2022,17:10:00,17:20:00,Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,25,0.09899494936611203
COIMBRES20DEL03 ,32,5.0,10.994136,76.963303,11.024136,76.993303,01-03-2022,18:25:00,18:40:00,Stormy,Medium ,2,Special Drinks,scooter ,1,No ,Metropolitian ,31,0.04242640687119446
RANCHIRES08DEL01 ,40,3.0,23.353783,85.326967,23.463783,85.436967,04-04-2022,NaN ,19:45:00,Fog,Jam ,2,Special Drinks,scooter ,1,No ,Metropolitian ,39,0.15556349186103965
HYDRES16DEL01 ,27,4.6,17.440827,78.393391,17.510827,78.463391,16-03-2022,17:55:00,18:00:00,Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,20,0.09899494936612209
MUMRES01DEL02 ,35,3.9,19.12663,72.829976,19.20663,72.909976,29-03-2022,19:55:00,20:10:00,Windy,Jam ,1,Special Drinks,motorcycle ,2,No ,Metropolitian ,38,0.1131370849898477
MYSRES08DEL03 ,22,4.6,12.297954,76.665169,12.327954,76.695169,05-03-2022,23:00:00,23:05:00,Windy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,19,0.0424264068711932
AURGRES16DEL03 ,35,4.7,0.0,0.0,0.03,0.03,17-02-2022,21:15:00,21:25:00,Sunny,Jam ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,17,0.042426406871192854
VADRES11DEL01 ,30,4.6,22.308096,73.167753,22.318096,73.177753,13-03-2022,10:40:00,10:55:00,Cloudy,Low ,0,Buffet ,motorcycle ,0,No ,Urban ,24,0.014142135623725625
MYSRES09DEL02 ,39,4.8,12.323194,76.630583,12.343194,76.650583,13-03-2022,11:20:00,11:25:00,Fog,High ,2,Drinks ,scooter ,1,No ,Urban ,26,0.028284271247458786
HYDRES18DEL03 ,33,4.8,17.450851,78.379347,17.510851,78.439347,03-04-2022,18:00:00,18:10:00,Sandstorms,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,28,0.0848528137423864
PUNERES05DEL02 ,20,4.7,18.543626,73.905101,18.623626,73.985101,23-03-2022,17:10:00,17:15:00,Sandstorms,Medium ,2,Snack ,scooter ,1,No ,Urban ,16,0.1131370849898477
VADRES04DEL03 ,20,4.7,0.0,0.0,0.03,0.03,01-03-2022,18:25:00,18:35:00,Fog,Medium ,2,Buffet ,motorcycle ,0,No ,Urban ,17,0.042426406871192854
MYSRES02DEL03 ,34,4.2,12.304569,76.643622,12.364569,76.703622,13-03-2022,23:10:00,23:15:00,Windy,Low ,0,Snack ,motorcycle ,0,No ,Urban ,24,0.0848528137423864
MYSRES03DEL01 ,22,4.7,12.299524,76.64262,12.369524,76.71262,29-03-2022,17:15:00,17:30:00,Windy,Medium ,0,Meal ,motorcycle ,4,No ,Metropolitian ,24,0.09899494936612209
JAPRES16DEL02 ,37,4.3,26.849596,75.800512,26.869596,75.820512,15-03-2022,11:55:00,12:05:00,Stormy,High ,2,Special Drinks,scooter ,1,No ,Metropolitian ,34,0.028284271247461298
MUMRES010DEL01 ,20,4.8,19.003517,72.82765,19.013517,72.83765,09-03-2022,09:30:00,09:45:00,Cloudy,Low ,1,Snack ,motorcycle ,1,No ,Urban ,16,0.014142135623725625
SURRES15DEL02 ,33,4.9,21.160522,72.771477,21.210522,72.821477,05-04-2022,22:40:00,22:50:00,Windy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,26,0.07071067811865325
INDORES06DEL02 ,21,5.0,22.728163,75.884212,22.858163,76.014212,02-04-2022,17:10:00,17:15:00,Fog,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,25,0.18384776310850096
VADRES06DEL01 ,33,4.6,22.31279,73.170283,22.38279,73.240283,10-03-2022,17:10:00,17:25:00,Fog,Medium ,0,Special Drinks,motorcycle ,2,No ,Metropolitian ,49,0.09899494936612209
BANGRES04DEL02 ,24,4.6,12.98041,77.640489,13.06041,77.720489,23-03-2022,18:30:00,18:40:00,Windy,Medium ,2,Snack ,electric_scooter ,0,No ,Urban ,24,0.11313708498984645
RANCHIRES12DEL02 ,36,4.7,0.0,0.0,0.02,0.02,13-03-2022,11:50:00,12:00:00,Sandstorms,High ,2,Special Drinks,scooter ,2,No ,Metropolitian ,32,0.0282842712474619
MUMRES19DEL03 ,30,4.6,19.131141,72.813074,19.16114,72.843074,07-03-2022,19:00:00,19:10:00,Sunny,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,26,0.0424256997703052
HYDRES05DEL03 ,32,4.9,17.433809,78.386744,17.523809,78.476744,18-03-2022,23:55:00,00:10:00,Sandstorms,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,24,0.12727922061358088
HYDRES010DEL02 ,28,4.6,17.428294,78.404423,17.558294,78.534423,31-03-2022,19:45:00,19:50:00,Stormy,Jam ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,16,0.1838477631085085
JAPRES07DEL02 ,21,4.7,26.766536,75.837333,26.896536,75.967333,04-04-2022,20:30:00,20:40:00,Windy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,27,0.18384776310850096
AURGRES12DEL02 ,39,4.9,19.879631,75.323403,19.899631,75.343403,17-02-2022,11:10:00,11:15:00,Fog,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,25,0.028284271247458786
CHENRES15DEL02 ,32,4.7,13.026286,80.275235,13.046286,80.295235,26-03-2022,09:00:00,09:10:00,Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,26,0.028284271247468833
MUMRES07DEL03 ,20,4.5,19.091458,72.827808,19.151458,72.887808,28-03-2022,19:30:00,19:35:00,Sandstorms,Jam ,1,Buffet ,scooter ,1,No ,Urban ,25,0.08485281374238891
VADRES12DEL03 ,40,3.0,0.0,0.0,0.03,0.03,05-03-2022,NaN ,22:40:00,Fog,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,26,0.042426406871192854
JAPRES16DEL01 ,36,5.0,26.849596,75.800512,26.859596,75.810512,15-03-2022,08:20:00,08:25:00,Fog,Low ,2,Meal ,scooter ,1,No ,Urban ,15,0.014142135623735673
BANGRES09DEL02 ,28,4.8,12.934179,77.615797,12.954179,77.635797,17-03-2022,11:00:00,11:05:00,Sunny,Low ,1,Buffet ,scooter ,1,No ,Urban ,18,0.028284271247458786
PUNERES12DEL02 ,32,4.5,18.520016,73.830547,18.570016,73.880547,09-03-2022,20:30:00,20:35:00,Fog,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,30,0.0707106781186633
CHENRES19DEL01 ,39,4.4,12.986047,80.218114,13.096047,80.328114,02-04-2022,19:45:00,20:00:00,Cloudy,Jam ,1,Special Drinks,scooter ,1,No ,Metropolitian ,46,0.1555634918610409
SURRES07DEL01 ,30,4.7,21.170798,72.790489,21.280798,72.900489,29-03-2022,22:25:00,22:30:00,Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,24,0.15556349186103965
PUNERES19DEL01 ,32,4.4,18.563934,73.915367,18.603935,73.955367,05-03-2022,16:00:00,16:05:00,Sandstorms,Medium ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,37,0.05656924960611885
INDORES15DEL03 ,23,4.6,22.760072,75.892574,22.850072,75.982574,29-03-2022,21:30:00,21:35:00,Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,27,0.12727922061358088
MUMRES01DEL01 ,21,4.8,19.12663,72.829976,19.16663,72.869976,05-03-2022,15:25:00,15:35:00,Windy,Medium ,2,Buffet ,scooter ,1,No ,Rural ,27,0.056568542494920084
INDORES17DEL03 ,31,4.2,22.761226,75.887522,22.821226,75.947522,05-03-2022,17:25:00,17:35:00,Windy,Medium ,2,Special Drinks,electric_scooter ,1,No ,Metropolitian ,32,0.0848528137423864
MUMRES13DEL02 ,37,4.6,19.178321,72.834715,19.198321,72.854715,13-03-2022,11:45:00,12:00:00,Stormy,High ,2,Buffet ,electric_scooter ,1,No ,Urban ,28,0.028284271247458786
SURRES18DEL02 ,20,4.5,21.149834,72.778666,21.199834,72.828666,03-03-2022,20:15:00,20:20:00,Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,29,0.07071067811865325
JAPRES14DEL01 ,28,4.5,26.88842,75.800689,26.89842,75.810689,03-03-2022,10:25:00,10:35:00,Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,27,0.014142135623725625
MYSRES08DEL01 ,22,4.9,12.297954,76.665169,12.307954,76.675169,24-03-2022,08:25:00,08:30:00,Cloudy,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,11,0.014142135623724367
HYDRES19DEL03 ,20,4.7,17.458998,78.500366,17.518998,78.560366,15-03-2022,17:15:00,17:20:00,Cloudy,Medium ,1,Buffet ,motorcycle ,1,No ,Urban ,13,0.0848528137423864
RANCHIRES010DEL02 ,34,4.8,23.354422,85.3329,23.484422,85.4629,12-03-2022,22:45:00,22:50:00,Windy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,27,0.1838477631085085
CHENRES09DEL01 ,38,4.8,13.044694,80.26147,13.084694,80.30147,13-03-2022,12:35:00,12:40:00,Windy,High ,1,Snack ,scooter ,1,No ,Metropolitian ,25,0.05656854249491883
BANGRES13DEL02 ,40,3.0,12.935662,77.61413,13.065662,77.74413,02-03-2022,NaN ,00:05:00,Rainny,Low ,3,Drinks ,scooter ,1,No ,Metropolitian ,26,0.18384776310849843
RANCHIRES01DEL01 ,32,4.5,23.416792,85.316842,23.456792,85.356842,05-04-2022,12:20:00,12:25:00,Cloudy,High ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,27,0.05656854249492762
PUNERES12DEL01 ,34,4.9,18.520016,73.830547,18.630016,73.940547,02-03-2022,22:55:00,23:05:00,Sunny,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,26,0.15556349186104218
INDORES07DEL03 ,33,3.9,22.722634,75.886959,22.812634,75.976959,08-03-2022,17:25:00,17:30:00,Windy,Medium ,2,Special Drinks,electric_scooter ,1,No ,Metropolitian ,32,0.12727922061357083
INDORES19DEL02 ,34,4.5,22.745536,75.893106,22.765536,75.913106,21-03-2022,10:35:00,10:45:00,Windy,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,25,0.028284271247458786
VADRES04DEL03 ,32,4.6,0.0,0.0,0.03,0.03,24-03-2022,21:45:00,22:00:00,Stormy,Jam ,2,Special Drinks,motorcycle ,1,No ,Metropolitian ,32,0.042426406871192854
BANGRES20DEL01 ,40,3.0,12.972161,77.596014,13.042161,77.666014,20-03-2022,NaN ,23:05:00,Sunny,Low ,1,Special Drinks,scooter ,2,Yes ,Metropolitian ,42,0.09899494936612209
MYSRES02DEL02 ,34,4.7,12.304569,76.643622,12.354569,76.693622,11-03-2022,19:50:00,20:05:00,Sunny,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,29,0.07071067811866204
SURRES05DEL01 ,26,4.6,21.175104,72.804342,21.245104,72.874342,10-03-2022,19:30:00,19:35:00,Cloudy,Jam ,1,Special Drinks,scooter ,0,No ,Metropolitian ,32,0.09899494936611203
BANGRES13DEL02 ,31,4.0,12.935662,77.61413,13.015662,77.69413,12-03-2022,23:45:00,23:55:00,Cloudy,Low ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,35,0.11313708498984645
SURRES010DEL01 ,39,4.8,21.17106,72.789292,21.21106,72.829292,19-03-2022,14:50:00,15:05:00,Sunny,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,27,0.05656854249491757
ALHRES09DEL01 ,27,4.8,0.0,0.0,0.01,0.01,15-02-2022,08:10:00,08:20:00,Sunny,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,15,0.01414213562373095
HYDRES18DEL02 ,32,5.0,17.450851,78.379347,17.500851,78.429347,09-03-2022,21:55:00,22:10:00,Cloudy,Jam ,2,Buffet ,scooter ,1,No ,Urban ,27,0.0707106781186633
KOLRES03DEL02 ,32,4.5,22.526461,88.364453,22.576461,88.414453,13-02-2022,17:10:00,17:15:00,Stormy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,30,0.07071067811865074
RANCHIRES16DEL01 ,39,4.1,23.371292,85.327872,23.441292,85.397872,27-03-2022,18:40:00,18:50:00,Sunny,Medium ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,32,0.09899494936612209
PUNERES12DEL01 ,36,4.8,18.520016,73.830547,18.530016,73.840547,21-03-2022,10:15:00,10:20:00,Stormy,Low ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,25,0.014142135623735673
BANGRES16DEL03 ,37,4.1,13.029198,77.570997,13.059198,77.600997,15-03-2022,17:45:00,18:00:00,Windy,Medium ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,38,0.04242640687119446
RANCHIRES01DEL03 ,37,4.8,23.416792,85.316842,23.476792,85.376842,26-03-2022,21:00:00,21:05:00,Fog,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,26,0.0848528137423864
PUNERES12DEL01 ,38,3.7,18.520016,73.830547,18.630016,73.940547,25-03-2022,20:30:00,20:40:00,Stormy,Jam ,1,Special Drinks,motorcycle ,1,No ,Metropolitian ,31,0.15556349186104218
RANCHIRES01DEL02 ,28,4.7,23.416792,85.316842,23.436792,85.336842,01-03-2022,11:40:00,11:55:00,Stormy,High ,2,Drinks ,scooter ,1,No ,Metropolitian ,28,0.028284271247468833
PUNERES06DEL01 ,34,3.8,18.546258,73.904337,18.656258,74.014337,10-03-2022,18:40:00,18:55:00,Stormy,Medium ,1,Special Drinks,scooter ,0,No ,Metropolitian ,31,0.15556349186103965
CHENRES15DEL01 ,32,4.9,13.026286,80.275235,13.136286,80.385235,27-03-2022,23:15:00,23:25:00,Cloudy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,29,0.15556349186103965
JAPRES010DEL03 ,22,4.7,26.921411,75.793604,26.981411,75.853604,11-03-2022,23:35:00,23:40:00,Windy,Low ,1,Buffet ,motorcycle ,0,No ,Urban ,17,0.08485281374238891
KOLRES15DEL03 ,31,4.0,22.552672,88.352885,22.642672,88.442885,14-02-2022,17:45:00,17:55:00,Windy,Medium ,0,Special Drinks,motorcycle ,3,Yes ,Metropolitian ,45,0.12727922061358088
MYSRES15DEL02 ,27,4.0,12.352058,76.60665,12.432058,76.68665,29-03-2022,19:00:00,19:15:00,Sandstorms,Medium ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,34,0.11313708498984645
COIMBRES19DEL01 ,29,4.9,11.022298,76.998349,11.132298,77.108349,20-03-2022,19:35:00,19:45:00,Windy,Jam ,1,Drinks ,scooter ,0,No ,Metropolitian ,24,0.1555634918610409
COIMBRES09DEL03 ,38,4.8,11.008638,76.984311,11.068638,77.044311,28-03-2022,21:40:00,21:55:00,Sandstorms,Jam ,0,Special Drinks,motorcycle ,3,No ,Metropolitian ,44,0.08485281374237762
SURRES19DEL02 ,35,4.8,21.149669,72.772629,21.199669,72.822629,01-04-2022,20:50:00,21:05:00,Cloudy,Jam ,2,Special Drinks,motorcycle ,2,No ,Metropolitian ,36,0.0707106781186633
BANGRES20DEL03 ,31,4.9,12.972161,77.596014,13.002161,77.626014,03-04-2022,20:30:00,20:35:00,Sunny,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,28,0.0424264068711932
CHENRES16DEL03 ,30,4.3,13.049645,80.242268,13.139645,80.332268,06-03-2022,18:35:00,18:40:00,Windy,Medium ,1,Special Drinks,scooter ,2,No ,Metropolitian ,37,0.12727922061358088
RANCHIRES12DEL03 ,24,4.9,0.0,0.0,0.06,0.06,03-04-2022,18:00:00,18:05:00,Fog,Medium ,1,Snack ,motorcycle ,0,No ,Urban ,10,0.08485281374238571
HYDRES11DEL03 ,33,4.8,17.430448,78.418213,17.520448,78.508213,10-03-2022,23:15:00,23:30:00,Stormy,Low ,2,Drinks ,motorcycle ,0,No ,Urban ,23,0.12727922061358088
DEHRES19DEL01 ,29,4.6,30.372202,78.077151,30.442202,78.147151,18-02-2022,23:40:00,23:55:00,Sandstorms,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,22,0.09899494936611203
MUMRES15DEL01 ,38,4.6,19.176269,72.836721,19.216269,72.876721,17-03-2022,12:45:00,12:55:00,Stormy,High ,2,Snack ,scooter ,1,No ,Metropolitian ,26,0.05656854249492762
RANCHIRES18DEL03 ,26,4.9,23.351489,85.324253,23.411489,85.384253,13-03-2022,20:15:00,20:20:00,Sandstorms,Jam ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,34,0.0848528137423864
VADRES07DEL01 ,39,4.8,0.0,0.0,0.04,0.04,17-03-2022,15:55:00,16:10:00,Sandstorms,Medium ,2,Buffet ,scooter ,0,No ,Metropolitian ,26,0.0565685424949238
VADRES04DEL01 ,24,4.5,0.0,0.0,0.11,0.11,16-03-2022,23:10:00,23:15:00,Fog,Low ,0,Snack ,motorcycle ,4,No ,Metropolitian ,21,0.15556349186104046
PUNERES17DEL03 ,34,4.2,18.530963,73.828972,18.590963,73.888972,21-03-2022,22:50:00,23:00:00,Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,28,0.0848528137423864
JAPRES07DEL03 ,26,4.7,26.766536,75.837333,26.826536,75.897333,09-03-2022,22:45:00,22:55:00,Windy,Low ,2,Snack ,motorcycle ,0,No ,Metropolitian ,14,0.08485281374238891
INDORES07DEL01 ,35,4.7,22.722634,75.886959,22.762634,75.926959,03-03-2022,15:10:00,15:15:00,Cloudy,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,17,0.05656854249491757
BANGRES04DEL03 ,36,4.2,12.98041,77.640489,13.01041,77.670489,01-04-2022,18:30:00,18:35:00,Sandstorms,Medium ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,37,0.04242640687119446
VADRES01DEL01 ,24,2.6,22.307898,73.167788,22.417898,73.277788,06-04-2022,22:35:00,22:50:00,Sunny,Low ,1,Special Drinks,motorcycle ,1,Yes ,Metropolitian ,42,0.15556349186103965
VADRES18DEL01 ,40,3.0,0.0,0.0,0.07,0.07,10-03-2022,NaN ,17:55:00,Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Urban ,17,0.09899494936611666
MUMRES07DEL01 ,33,4.3,19.091458,72.827808,19.201458,72.937808,02-04-2022,17:20:00,17:30:00,Cloudy,Medium ,1,Special Drinks,motorcycle ,1,No ,Metropolitian ,34,0.15556349186103965
